id,year,quarter,state,count,amount
560,2021,4,bihar,245126945,519371614068.7477
561,2021,4,kerala,81823741,123342136943.36395
562,2021,4,karnataka,931725438,1375471324349.8777
563,2021,4,chandigarh,7898903,14373583510.61845
564,2021,4,telangana,775989773,1463758189500.9146
565,2021,4,himachal pradesh,14666864,26136220500.625923
566,2021,4,west bengal,225029560,462218037262.097
567,2021,4,gujarat,182987325,342382580053.62726
568,2021,4,sikkim,1584345,4196783261.6358047
569,2021,4,nagaland,1631483,4939083784.136465
570,2021,4,mizoram,553329,1770665741.5230405
571,2021,4,chhattisgarh,84717494,136399110518.81381
572,2021,4,jammu & kashmir,16790628,38926237425.771454
573,2021,4,goa,11088759,18627257115.86965
574,2021,4,arunachal pradesh,2390598,6943510352.611343
575,2021,4,delhi,292683359,488695314062.3906
576,2021,4,uttarakhand,40361280,66148108159.422195
577,2022,1,puducherry,7359176,12083474905.386654
578,2022,1,tamil nadu,294573150,512789201600.61597
579,2022,1,uttar pradesh,473953246,883123174117.039
580,2022,1,madhya pradesh,472703058,747665139599.6421
581,2022,1,andhra pradesh,582603911,1294320646554.8625
582,2022,1,tripura,2871190,6247329764.349836
583,2022,1,lakshadweep,16397,54939432.65393007
584,2022,1,manipur,5313679,14144501078.373814
585,2022,1,maharashtra,1169506438,1681399273981.1614
586,2022,1,dadra & nagar haveli & daman & diu,4802803,6237048367.262389
587,2022,1,meghalaya,1674750,4662338331.33188
588,2022,1,andaman & nicobar islands,794748,2129030202.0751667
589,2022,1,haryana,191988609,341304042652.78125
590,2022,1,rajasthan,564962220,1022050180980.1362
591,2022,1,ladakh,630015,2025040918.8422096
592,2022,1,punjab,57758302,118389978105.96233
593,2022,1,assam,58889886,132280437892.70251
594,2022,1,jharkhand,110911210,194700207087.16907
595,2022,1,odisha,263633499,451227311779.7898
596,2022,1,bihar,284390434,611411695731.1454
597,2022,1,kerala,95280965,139988942464.69464
598,2022,1,karnataka,1057855407,1566649488305.8838
599,2022,1,chandigarh,8600491,15174991549.840002
600,2022,1,telangana,886453385,1670638169828.999
601,2022,1,himachal pradesh,16088180,26518447439.932728
602,2022,1,west bengal,260505092,551426663209.5653
603,2022,1,gujarat,210547146,392548092253.5477
604,2022,1,sikkim,1744302,4367431275.863418
605,2022,1,nagaland,1925952,5544951708.895753
606,2022,1,mizoram,604917,1945158963.6112473
607,2022,1,chhattisgarh,97413292,157847045454.8349
608,2022,1,jammu & kashmir,16245311,33147863626.158833
609,2022,1,goa,12214098,19816445402.846123
610,2022,1,arunachal pradesh,2804068,7828091628.0873575
611,2022,1,delhi,330999861,536964920836.2892
612,2022,1,uttarakhand,44560772,70978782500.07388
613,2022,2,puducherry,8643687,13778745255.768896
614,2022,2,tamil nadu,354506937,590134727678.3616
615,2022,2,uttar pradesh,595298776,1067515182419.9624
616,2022,2,madhya pradesh,544899829,867024737328.533
617,2022,2,andhra pradesh,671134030,1479853948202.9194
618,2022,2,tripura,3418664,6878271042.0352955
619,2022,2,lakshadweep,17569,55929601.98990567
620,2022,2,manipur,6105632,14922910635.149328
621,2022,2,maharashtra,1407533113,2006272382175.94
622,2022,2,dadra & nagar haveli & daman & diu,5759771,6995159780.810846
623,2022,2,meghalaya,2044649,5281491421.884784
624,2022,2,andaman & nicobar islands,1071217,2685920350.080267
625,2022,2,haryana,234699962,395234035249.5022
626,2022,2,rajasthan,661170150,1152833518600.3425
627,2022,2,ladakh,1118073,3543318177.9962664
628,2022,2,punjab,72272823,137345426369.22662
629,2022,2,assam,76334725,153111042086.78204
630,2022,2,jharkhand,132925275,225636227828.13763
631,2022,2,odisha,313451598,510035012340.00885
632,2022,2,bihar,360145029,754461454966.1152
633,2022,2,kerala,106365322,154696329549.125
634,2022,2,karnataka,1277448960,1867146114059.2139
635,2022,2,chandigarh,10772489,17283500158.371002
636,2022,2,telangana,1063382557,1951414544517.1062
637,2022,2,himachal pradesh,21291371,33709107958.242233
638,2022,2,west bengal,315742141,648575179584.2422
639,2022,2,gujarat,252052796,446798000976.83795
640,2022,2,sikkim,2322081,5611105670.307129
641,2022,2,nagaland,2031329,5740285349.020275
642,2022,2,mizoram,643977,2003186567.1089382
643,2022,2,chhattisgarh,116584048,181181677163.7799
644,2022,2,jammu & kashmir,23813747,46254290836.635826
645,2022,2,goa,14216054,22873037759.520226
646,2022,2,arunachal pradesh,3556925,9131665374.225872
647,2022,2,delhi,410634184,629855650458.2181
648,2022,2,uttarakhand,58166878,88313371025.334
649,2022,3,puducherry,7042727,10854317711.140945
650,2022,3,tamil nadu,393496175,631879220373.2378
651,2022,3,uttar pradesh,703589072,1121370050898.7214
652,2022,3,madhya pradesh,731259559,1032908494249.5833
653,2022,3,andhra pradesh,642855035,1385077409712.0752
654,2022,3,tripura,4256579,8648352804.91115
655,2022,3,lakshadweep,15241,47580009.61750026
656,2022,3,manipur,6352742,15381430267.299776
657,2022,3,maharashtra,1486389417,1947579187374.532
658,2022,3,dadra & nagar haveli & daman & diu,6465621,7520647359.499438
659,2022,3,meghalaya,4359165,9603300797.121542
660,2022,3,andaman & nicobar islands,1584379,3310631772.137388
661,2022,3,haryana,269361810,428054494578.0213
662,2022,3,rajasthan,767541360,1238489256318.2175
663,2022,3,ladakh,1190858,3605199350.373912
664,2022,3,punjab,84177897,149319443006.3546
665,2022,3,assam,86113811,161489079054.89807
666,2022,3,jharkhand,146815332,229412884063.95636
667,2022,3,odisha,386687326,564545557340.5428
668,2022,3,bihar,437367385,791446486557.8687
669,2022,3,kerala,119362904,162260419315.42975
670,2022,3,karnataka,1189761328,1665918232610.94
671,2022,3,chandigarh,13478173,20559757737.40586
672,2022,3,telangana,1628165401,2706325865752.0645
673,2022,3,himachal pradesh,25164868,37380782688.54074
674,2022,3,west bengal,356792388,704749898612.1294
675,2022,3,gujarat,303239732,497437502209.44305
676,2022,3,sikkim,2396758,5162880543.891459
677,2022,3,nagaland,1894113,5364400495.050829
678,2022,3,mizoram,659038,1946265612.067956
679,2022,3,chhattisgarh,158252587,220161558081.9853
680,2022,3,jammu & kashmir,22534394,40963554502.24847
681,2022,3,goa,13188687,19574265275.70635
682,2022,3,arunachal pradesh,3939418,9025110785.048618
683,2022,3,delhi,475592161,677612647116.1133
684,2022,3,uttarakhand,63996519,92641259938.36333
685,2022,4,puducherry,7556127,11142204877.174492
686,2022,4,tamil nadu,436316636,675689667591.437
687,2022,4,uttar pradesh,836369071,1376378802069.4858
688,2022,4,madhya pradesh,898828268,1302999857548.291
689,2022,4,andhra pradesh,690017077,1424725083041.687
690,2022,4,tripura,5198190,10452971818.154081
691,2022,4,lakshadweep,17147,54813873.614936255
692,2022,4,manipur,6428670,15625956698.341496
693,2022,4,maharashtra,1688775272,2210470839617.1724
694,2022,4,dadra & nagar haveli & daman & diu,7189585,8059640746.081128
695,2022,4,meghalaya,3932448,8996541156.34871
696,2022,4,andaman & nicobar islands,1987535,3984674404.428784
697,2022,4,haryana,296648365,490490659880.10236
698,2022,4,rajasthan,865574848,1456956699398.6523
699,2022,4,ladakh,1083372,2894477572.6789374
700,2022,4,punjab,91835180,168107427177.94028
701,2022,4,assam,103981267,192653519187.54803
702,2022,4,jharkhand,175300092,277971737448.5812
703,2022,4,odisha,445714743,652217064523.9851
704,2022,4,bihar,517084649,936012149674.8281
705,2022,4,kerala,132960468,173559808599.71005
706,2022,4,karnataka,1378910371,1904516622907.6313
707,2022,4,chandigarh,17904840,27879754566.939415
708,2022,4,telangana,1819506832,2978252562916.1367
709,2022,4,himachal pradesh,28555136,41779343232.37363
710,2022,4,west bengal,405847597,787775633607.248
711,2022,4,gujarat,341156018,567918305336.5343
712,2022,4,sikkim,3058339,6458385389.419817
713,2022,4,nagaland,2476205,6969966384.314047
714,2022,4,mizoram,693774,2037911085.2630136
715,2022,4,chhattisgarh,177960446,252519180810.47455
716,2022,4,jammu & kashmir,27316158,44315295915.49408
717,2022,4,goa,17192674,24924986371.339146
718,2022,4,arunachal pradesh,4632709,9684909697.502243
719,2022,4,delhi,515203457,744915016018.5759
720,2022,4,uttarakhand,77983880,115496046831.35889
721,2023,1,puducherry,10144295,14222388506.0
722,2023,1,tamil nadu,461212387,715583673518.0
723,2023,1,uttar pradesh,1002557722,1636936265372.0
724,2023,1,madhya pradesh,734566970,1062026599901.0
725,2023,1,andhra pradesh,1145532464,2249051316530.0
726,2023,1,tripura,7118687,13288282891.0
727,2023,1,lakshadweep,29520,85321961.0
728,2023,1,manipur,3258383,8585564092.0
729,2023,1,maharashtra,1848268499,2362285906059.0
730,2023,1,dadra & nagar haveli & daman & diu,11803985,12614091200.0
731,2023,1,meghalaya,4164705,10084840615.0
732,2023,1,andaman & nicobar islands,2276392,4461528587.0
733,2023,1,haryana,381318464,591150623736.0
734,2023,1,rajasthan,921096686,1554913375850.0
735,2023,1,ladakh,1567246,3849021298.0
736,2023,1,punjab,96910821,175508676860.0
737,2023,1,assam,113760638,212354167087.0
738,2023,1,jharkhand,240458103,367371336021.0
739,2023,1,odisha,482896088,753968977663.0
740,2023,1,bihar,547831195,1039276959944.0
741,2023,1,kerala,147621565,193637089677.0
742,2023,1,karnataka,1844697189,2470227226317.0
743,2023,1,chandigarh,9815605,12824894394.0
744,2023,1,telangana,1440331458,2372581734284.0
745,2023,1,himachal pradesh,27301726,37740947734.0
746,2023,1,west bengal,459278344,896883182555.0
747,2023,1,gujarat,362511326,597826188806.0
748,2023,1,sikkim,3396128,6762568022.0
749,2023,1,nagaland,2685570,7814397854.0
750,2023,1,mizoram,1052595,2955622739.0
751,2023,1,chhattisgarh,214748957,301088936459.0
752,2023,1,jammu & kashmir,38927244,55921747581.0
753,2023,1,goa,24195070,35096965775.0
754,2023,1,arunachal pradesh,8042825,16394578454.0
755,2023,1,delhi,409753103,611403109580.0
756,2023,1,uttarakhand,79385675,107179907585.0
757,2023,2,puducherry,11130326,15386733257.0
758,2023,2,tamil nadu,498429638,776362551015.0
759,2023,2,uttar pradesh,1211410582,1836622076526.0
760,2023,2,madhya pradesh,848037060,1202440949508.0
761,2023,2,andhra pradesh,1305656964,2506039086916.0
762,2023,2,tripura,7929543,13919130082.0
763,2023,2,lakshadweep,34918,97987438.0
764,2023,2,manipur,1606271,4463876653.0
765,2023,2,maharashtra,2063717848,2606004606468.0
766,2023,2,dadra & nagar haveli & daman & diu,13357115,13750538188.0
767,2023,2,meghalaya,5077212,11084506486.0
768,2023,2,andaman & nicobar islands,2707775,4990344236.0
769,2023,2,haryana,457536190,661742128636.0
770,2023,2,rajasthan,1073459338,1698455586300.0
771,2023,2,ladakh,2943815,7191103886.0
772,2023,2,punjab,117290289,194181575454.0
773,2023,2,assam,138290953,235110788783.0
774,2023,2,jharkhand,289233893,422214727508.0
775,2023,2,odisha,544597829,799332054104.0
776,2023,2,bihar,683933094,1226046745390.0
777,2023,2,kerala,156170617,207796670985.0
778,2023,2,karnataka,2067867526,2777599098830.0
779,2023,2,chandigarh,11553687,14414408750.0
780,2023,2,telangana,1665430971,2698149935008.0
781,2023,2,himachal pradesh,35061595,46875063718.0
782,2023,2,west bengal,545317686,1009315106972.0
783,2023,2,gujarat,416922553,645407208525.0
784,2023,2,sikkim,4412967,8580350436.0
785,2023,2,nagaland,2922001,8021399310.0
786,2023,2,mizoram,1208930,3191806576.0
787,2023,2,chhattisgarh,249931636,333156846754.0
788,2023,2,jammu & kashmir,54588299,76530005380.0
789,2023,2,goa,26530590,38412206943.0
790,2023,2,arunachal pradesh,10360488,19805698664.0
791,2023,2,delhi,482138998,661728515657.0
792,2023,2,uttarakhand,102758214,134072872398.0
793,2023,3,puducherry,12379641,16444491839.0
794,2023,3,tamil nadu,556085008,833105264698.0
795,2023,3,uttar pradesh,1354622466,1861748362006.0
796,2023,3,madhya pradesh,978812593,1237821998249.0
797,2023,3,andhra pradesh,1475164403,2653414098098.0
798,2023,3,tripura,9108762,15249223330.0
799,2023,3,lakshadweep,43757,94527061.0
800,2023,3,manipur,865478,3608286601.0
801,2023,3,maharashtra,2290678587,2752172184241.0
802,2023,3,dadra & nagar haveli & daman & diu,15370328,15096066463.0
803,2023,3,meghalaya,6029842,11406633080.0
804,2023,3,andaman & nicobar islands,3098376,5211596791.0
805,2023,3,haryana,501519478,677491980740.0
806,2023,3,rajasthan,1237232167,1800225443616.0
807,2023,3,ladakh,3621366,8250572243.0
808,2023,3,punjab,132161181,205225582737.0
809,2023,3,assam,167575351,244058014402.0
810,2023,3,jharkhand,318237426,418384424020.0
811,2023,3,odisha,622397603,840298338124.0
812,2023,3,bihar,734238751,1148153363366.0
813,2023,3,kerala,170658651,220332613329.0
814,2023,3,karnataka,2369262302,2985880895587.0
815,2023,3,chandigarh,13052165,15426783311.0
816,2023,3,telangana,1875045924,2870202901073.0
817,2023,3,himachal pradesh,33337054,41854571637.0
818,2023,3,west bengal,632093191,1071548606382.0
819,2023,3,gujarat,479303590,707737036450.0
820,2023,3,sikkim,4804937,8107237421.0
821,2023,3,nagaland,3422331,8616299673.0
822,2023,3,mizoram,1310413,3106130235.0
823,2023,3,chhattisgarh,283492657,350379679526.0
824,2023,3,jammu & kashmir,63903579,86016148426.0
825,2023,3,goa,26999728,37375179974.0
826,2023,3,arunachal pradesh,12802433,21127391086.0
827,2023,3,delhi,546706983,708199251438.0
828,2023,3,uttarakhand,106284687,128762398121.0
829,2023,4,puducherry,12986163,17024510550.0
830,2023,4,tamil nadu,593481381,872870665005.0
831,2023,4,uttar pradesh,1566705382,2257441161652.0
832,2023,4,madhya pradesh,1102294613,1426502880687.0
833,2023,4,andhra pradesh,1596987426,2802514977823.0
834,2023,4,tripura,10140910,16819896794.0
835,2023,4,lakshadweep,63479,119831383.0
836,2023,4,manipur,2113200,6800325298.0
837,2023,4,maharashtra,2572162725,3098014934958.0
838,2023,4,dadra & nagar haveli & daman & diu,18302373,17558059967.0
839,2023,4,meghalaya,7268384,13873058692.0
840,2023,4,andaman & nicobar islands,3695783,6269552499.0
841,2023,4,haryana,554748233,782270484600.0
842,2023,4,rajasthan,1349472154,2066379607801.0
843,2023,4,ladakh,3150218,6942986945.0
844,2023,4,punjab,142228995,231139462165.0
845,2023,4,assam,193752157,285603636931.0
846,2023,4,jharkhand,374538362,498720104925.0
847,2023,4,odisha,732137476,978791865637.0
848,2023,4,bihar,924427274,1434735808415.0
849,2023,4,kerala,179843093,224985321465.0
850,2023,4,karnataka,2564434164,3241376424383.0
851,2023,4,chandigarh,13280078,16281223001.0
852,2023,4,telangana,2020822178,3116417474765.0
853,2023,4,himachal pradesh,38651839,48280246564.0
854,2023,4,west bengal,737953238,1249394976078.0
855,2023,4,gujarat,534115578,795087199074.0
856,2023,4,sikkim,4857324,8590608471.0
857,2023,4,nagaland,3797179,9674575422.0
858,2023,4,mizoram,1500728,3540840283.0
859,2023,4,chhattisgarh,321876332,403985034545.0
860,2023,4,jammu & kashmir,69167132,93070141760.0
861,2023,4,goa,33460978,44287671557.0
862,2023,4,arunachal pradesh,14617742,24128799794.0
863,2023,4,delhi,598150746,799649719349.0
864,2023,4,uttarakhand,118071440,148083447262.0
865,2024,1,puducherry,13446950,17386481977.0
866,2024,1,tamil nadu,640327197,913861111062.0
867,2024,1,uttar pradesh,1785296948,2477543106639.0
868,2024,1,madhya pradesh,1286156614,1625420229864.0
869,2024,1,andhra pradesh,1755428485,3012725669749.0
870,2024,1,tripura,11042639,17752189374.0
871,2024,1,lakshadweep,81176,130052381.0
872,2024,1,manipur,3845564,9242973323.0
873,2024,1,maharashtra,2835770481,3372898894856.0
874,2024,1,dadra & nagar haveli & daman & diu,21115009,19519196325.0
875,2024,1,meghalaya,8531262,15629304658.0
876,2024,1,andaman & nicobar islands,4184920,6859151835.0
877,2024,1,haryana,604293500,806788219232.0
878,2024,1,rajasthan,1599474007,2350500173790.0
879,2024,1,ladakh,2987101,6085390661.0
880,2024,1,punjab,142537179,223303420322.0
881,2024,1,assam,221525056,321183906030.0
882,2024,1,jharkhand,426759095,559720237073.0
883,2024,1,odisha,864178452,1156388722536.0
884,2024,1,bihar,1078734783,1637736864896.0
885,2024,1,kerala,181463966,227077974738.0
886,2024,1,karnataka,2796439155,3485248654506.0
887,2024,1,chandigarh,13155173,15842176181.0
888,2024,1,telangana,2179385307,3203769301073.0
889,2024,1,himachal pradesh,39520561,47884231339.0
890,2024,1,west bengal,836408587,1422025506833.0
891,2024,1,gujarat,606576671,871619464924.0
892,2024,1,sikkim,5820146,9455721523.0
893,2024,1,nagaland,4258924,10044915308.0
894,2024,1,mizoram,1627016,3630096730.0
895,2024,1,chhattisgarh,366176684,463009809901.0
896,2024,1,jammu & kashmir,75116355,93960928941.0
897,2024,1,goa,35013987,45351900260.0
898,2024,1,arunachal pradesh,16406414,26047044476.0
899,2024,1,delhi,650734058,832514031113.0
900,2024,1,uttarakhand,123234577,150276835263.0
901,2024,2,puducherry,14564895,18242009736.0
902,2024,2,tamil nadu,705083686,985151149866.0
903,2024,2,uttar pradesh,2135538658,2704223360067.0
904,2024,2,madhya pradesh,1435472057,1779679946627.0
905,2024,2,andhra pradesh,1930122300,3181922420088.0
906,2024,2,tripura,12787547,18137431068.0
907,2024,2,lakshadweep,109085,146212841.0
908,2024,2,manipur,5063324,10898000793.0
909,2024,2,maharashtra,3063494802,3573189333587.0
910,2024,2,dadra & nagar haveli & daman & diu,23393115,20328992711.0
911,2024,2,meghalaya,11089661,16794614094.0
912,2024,2,andaman & nicobar islands,4653224,7295780330.0
913,2024,2,haryana,738553925,905444595600.0
914,2024,2,rajasthan,1818855106,2497094537924.0
915,2024,2,ladakh,5327359,10125723348.0
916,2024,2,punjab,171946137,244435036984.0
917,2024,2,assam,271327087,345308670210.0
918,2024,2,jharkhand,499685871,620115922491.0
919,2024,2,odisha,944027735,1164839284001.0
920,2024,2,bihar,1313888385,1886846564676.0
921,2024,2,kerala,194872467,242003822595.0
922,2024,2,karnataka,3042012848,3785034703438.0
923,2024,2,chandigarh,15940973,17556903812.0
924,2024,2,telangana,2417264357,3461542433312.0
925,2024,2,himachal pradesh,52583801,59849740702.0
926,2024,2,west bengal,980480707,1547343815564.0
927,2024,2,gujarat,690395153,910625046933.0
928,2024,2,sikkim,7188322,11296518155.0
929,2024,2,nagaland,5598700,11012913096.0
930,2024,2,mizoram,1977079,3798477640.0
931,2024,2,chhattisgarh,412047705,496313432419.0
932,2024,2,jammu & kashmir,108179014,129061756911.0
933,2024,2,goa,37000806,47454830712.0
934,2024,2,arunachal pradesh,19478372,29706351630.0
935,2024,2,delhi,777540400,896917676180.0
936,2024,2,uttarakhand,158564982,180612915790.0
937,2024,3,puducherry,16008711,19535004396.0
938,2024,3,tamil nadu,778536701,1050779594821.0
939,2024,3,uttar pradesh,2285955833,2717475205234.0
940,2024,3,madhya pradesh,1537738457,1761082466531.0
941,2024,3,andhra pradesh,2091371362,3226645607489.0
942,2024,3,tripura,14400581,19948846189.0
943,2024,3,lakshadweep,157478,192408087.0
944,2024,3,manipur,5700096,11671516831.0
945,2024,3,maharashtra,3287403995,3687268662139.0
946,2024,3,dadra & nagar haveli & daman & diu,25446270,21564631566.0
947,2024,3,meghalaya,12110124,16292956696.0
948,2024,3,andaman & nicobar islands,5279250,7663845009.0
949,2024,3,haryana,794940220,923206681798.0
950,2024,3,rajasthan,1935405035,2472257715905.0
951,2024,3,ladakh,6913885,12652871712.0
952,2024,3,punjab,187554720,256116156529.0
953,2024,3,assam,295345591,333558308550.0
954,2024,3,jharkhand,522575883,609909540592.0
955,2024,3,odisha,1023940349,1177233944634.0
956,2024,3,bihar,1352876223,1780280473339.0
957,2024,3,kerala,214695458,258302031309.0
958,2024,3,karnataka,3261134095,3907202566484.0
959,2024,3,chandigarh,17708385,19259257876.0
960,2024,3,telangana,2610137835,3551316976598.0
961,2024,3,himachal pradesh,49737549,56615941598.0
962,2024,3,west bengal,1084916445,1607643782237.0
963,2024,3,gujarat,757441250,963551388101.0
964,2024,3,sikkim,7713781,10569829072.0
965,2024,3,nagaland,6981635,12281315168.0
966,2024,3,mizoram,2360206,3923888231.0
967,2024,3,chhattisgarh,443640102,497360133758.0
968,2024,3,jammu & kashmir,119555288,144470345977.0
969,2024,3,goa,36762111,45913528012.0
970,2024,3,arunachal pradesh,24447142,31601956705.0
971,2024,3,delhi,844844523,958203383588.0
972,2024,3,uttarakhand,159278815,173414867549.0
973,2024,4,puducherry,16559677,19965392547.0
974,2024,4,tamil nadu,820423888,1087632875606.0
975,2024,4,uttar pradesh,2544890265,3214106522459.0
976,2024,4,madhya pradesh,1685401835,2003305068845.0
977,2024,4,andhra pradesh,2296445544,3452015568966.0
978,2024,4,tripura,15945159,22409905268.0
979,2024,4,lakshadweep,197777,247756681.0
980,2024,4,manipur,5750423,12061708556.0
981,2024,4,maharashtra,3634231839,4151028450887.0
982,2024,4,dadra & nagar haveli & daman & diu,28463700,23945221461.0
983,2024,4,meghalaya,14166380,19674927433.0
984,2024,4,andaman & nicobar islands,6063900,8920944773.0
985,2024,4,haryana,841394290,1031959359354.0
986,2024,4,rajasthan,2043469547,2793049371408.0
987,2024,4,ladakh,5711284,10854417654.0
988,2024,4,punjab,199509220,289125652032.0
989,2024,4,assam,332441531,382786405959.0
990,2024,4,jharkhand,586904686,704010501034.0
991,2024,4,odisha,1143097568,1305457593239.0
992,2024,4,bihar,1559667675,2098927476047.0
993,2024,4,kerala,233112441,273639970566.0
994,2024,4,karnataka,3455056424,4151819803822.0
995,2024,4,chandigarh,18528444,20501385889.0
996,2024,4,telangana,2822451603,3859050535418.0
997,2024,4,himachal pradesh,53798398,63736996234.0
998,2024,4,west bengal,1227135682,1810100029406.0
999,2024,4,gujarat,827374966,1076014501422.0
1000,2024,4,sikkim,8916870,12641101398.0
1001,2024,4,nagaland,7921552,13959098676.0
1002,2024,4,mizoram,2702443,4461162922.0
1003,2024,4,chhattisgarh,500655404,576828444625.0
1004,2024,4,jammu & kashmir,126261217,160950980732.0
1005,2024,4,goa,46131536,56562589543.0
1006,2024,4,arunachal pradesh,26793457,35079886873.0
1007,2024,4,delhi,910543082,1057060485903.0
1008,2024,4,uttarakhand,171136132,194908790959.0
