id,year,quarter,state,registered_users,app_opens
691,2022,4,lakshadweep,6961,72377
692,2022,4,manipur,477292,12462732
693,2022,4,maharashtra,55954028,2982202696
694,2022,4,dadra & nagar haveli & daman & diu,500125,24066770
695,2022,4,meghalaya,295322,10105924
696,2022,4,andaman & nicobar islands,88442,4354093
697,2022,4,haryana,14994944,556898878
698,2022,4,rajasthan,27255927,1537424924
699,2022,4,ladakh,106337,3832339
700,2022,4,punjab,8462753,199899443
701,2022,4,assam,5247776,248781157
702,2022,4,jharkhand,8217638,396098729
703,2022,4,odisha,14127239,726099254
704,2022,4,bihar,21738117,834827202
705,2022,4,kerala,10382102,346981849
706,2022,4,karnataka,36081698,3011645011
707,2022,4,chandigarh,627563,15308862
708,2022,4,telangana,25656381,1731228513
709,2022,4,himachal pradesh,2483076,72355717
710,2022,4,west bengal,25536381,678066327
711,2022,4,gujarat,22412353,790984595
712,2022,4,sikkim,241968,8948864
713,2022,4,nagaland,321205,11171582
714,2022,4,mizoram,132870,3144551
715,2022,4,chhattisgarh,6846822,354976814
716,2022,4,jammu & kashmir,1793434,60205865
717,2022,4,goa,855202,43005212
718,2022,4,arunachal pradesh,390307,21775038
719,2022,4,delhi,15764149,401864749
720,2022,4,uttarakhand,4272049,160685547
721,2023,1,puducherry,543819,3498429
722,2023,1,tamil nadu,26270663,989061650
723,2023,1,uttar pradesh,47806049,1401343916
724,2023,1,madhya pradesh,24002818,2588256407
725,2023,1,andhra pradesh,29065863,1442038420
726,2023,1,tripura,710884,29736641
727,2023,1,lakshadweep,7267,43821
728,2023,1,manipur,498337,29419074
729,2023,1,maharashtra,58470784,3144152925
730,2023,1,dadra & nagar haveli & daman & diu,524617,4471284
731,2023,1,meghalaya,308324,44686919
732,2023,1,andaman & nicobar islands,92484,11012664
733,2023,1,haryana,15688161,264946266
734,2023,1,rajasthan,28523031,3711332541
735,2023,1,ladakh,110991,14522495
736,2023,1,punjab,8837408,177418342
737,2023,1,assam,5499650,590176321
738,2023,1,jharkhand,8609107,585808867
739,2023,1,odisha,14787083,929487633
740,2023,1,bihar,22796011,455886560
741,2023,1,kerala,10822723,116395880
742,2023,1,karnataka,37681426,2498025288
743,2023,1,chandigarh,654522,2001065
744,2023,1,telangana,26804259,1305656447
745,2023,1,himachal pradesh,2594668,111702044
746,2023,1,west bengal,26732895,321102681
747,2023,1,gujarat,23436230,918468944
748,2023,1,sikkim,252440,18927227
749,2023,1,nagaland,335936,35227154
750,2023,1,mizoram,138751,24403694
751,2023,1,chhattisgarh,7159660,678798431
752,2023,1,jammu & kashmir,1873039,134828711
753,2023,1,goa,892185,22829931
754,2023,1,arunachal pradesh,408273,88997458
755,2023,1,delhi,16480011,51049789
756,2023,1,uttarakhand,4464369,181738693
757,2023,2,puducherry,564431,3817041
758,2023,2,tamil nadu,27317599,991611987
759,2023,2,uttar pradesh,49829833,1731600947
760,2023,2,madhya pradesh,25042930,2945628722
761,2023,2,andhra pradesh,30240061,1427952434
762,2023,2,tripura,743024,30819207
763,2023,2,lakshadweep,7585,90501
764,2023,2,manipur,519799,14076037
765,2023,2,maharashtra,60766850,3363859330
766,2023,2,dadra & nagar haveli & daman & diu,546364,4086025
767,2023,2,meghalaya,322382,47337234
768,2023,2,andaman & nicobar islands,96329,14738676
769,2023,2,haryana,16314236,298037706
770,2023,2,rajasthan,29745609,4033000288
771,2023,2,ladakh,115736,26285520
772,2023,2,punjab,9197055,218492661
773,2023,2,assam,5749682,657069673
774,2023,2,jharkhand,8980709,657119942
775,2023,2,odisha,15420061,918449931
776,2023,2,bihar,23781971,556071386
777,2023,2,kerala,11237341,121310794
778,2023,2,karnataka,39122314,2521576765
779,2023,2,chandigarh,678662,1978988
780,2023,2,telangana,27814633,1339967792
781,2023,2,himachal pradesh,2706470,136774775
782,2023,2,west bengal,27827662,350862668
783,2023,2,gujarat,24396768,1057626015
784,2023,2,sikkim,262728,28470875
785,2023,2,nagaland,351024,33612080
786,2023,2,mizoram,145061,21868647
787,2023,2,chhattisgarh,7469508,749111705
788,2023,2,jammu & kashmir,1953132,209249141
789,2023,2,goa,926020,20219644
790,2023,2,arunachal pradesh,426410,106089520
791,2023,2,delhi,17103089,51415039
792,2023,2,uttarakhand,4645322,240804293
793,2023,3,puducherry,586550,4653693
794,2023,3,tamil nadu,28405436,1117719858
795,2023,3,uttar pradesh,51870932,2143192720
796,2023,3,madhya pradesh,26109033,3495164168
797,2023,3,andhra pradesh,31493897,1157440497
798,2023,3,tripura,774678,49942954
799,2023,3,lakshadweep,7912,294406
800,2023,3,manipur,541572,20694295
801,2023,3,maharashtra,63150997,3152984827
802,2023,3,dadra & nagar haveli & daman & diu,569035,4449513
803,2023,3,meghalaya,336282,75055865
804,2023,3,andaman & nicobar islands,100255,20545079
805,2023,3,haryana,16956489,327497074
806,2023,3,rajasthan,30997182,4359306863
807,2023,3,ladakh,120435,42636030
808,2023,3,punjab,9555997,337107656
809,2023,3,assam,5998586,962849913
810,2023,3,jharkhand,9360730,806517236
811,2023,3,odisha,16064459,1002230051
812,2023,3,bihar,24776510,623923391
813,2023,3,kerala,11669143,145044427
814,2023,3,karnataka,40634390,2284389284
815,2023,3,chandigarh,704144,1924922
816,2023,3,telangana,28896668,993742805
817,2023,3,himachal pradesh,2816046,189307777
818,2023,3,west bengal,28966414,473450373
819,2023,3,gujarat,25383429,1679035143
820,2023,3,sikkim,272829,34906306
821,2023,3,nagaland,366203,51985056
822,2023,3,mizoram,151378,29019443
823,2023,3,chhattisgarh,7779977,951586898
824,2023,3,jammu & kashmir,2031447,283204829
825,2023,3,goa,961831,24017714
826,2023,3,arunachal pradesh,444789,112236680
827,2023,3,delhi,17747167,49593289
828,2023,3,uttarakhand,4829992,217340168
829,2023,4,puducherry,607838,32182677
830,2023,4,tamil nadu,29452801,1831285792
831,2023,4,uttar pradesh,53799813,3620813944
832,2023,4,madhya pradesh,27078072,1780548760
833,2023,4,andhra pradesh,32658698,1310002959
834,2023,4,tripura,806344,43591962
835,2023,4,lakshadweep,8225,924554
836,2023,4,manipur,564130,25551545
837,2023,4,maharashtra,65422120,3694003155
838,2023,4,dadra & nagar haveli & daman & diu,590760,36579378
839,2023,4,meghalaya,349330,30357626
840,2023,4,andaman & nicobar islands,103978,9845960
841,2023,4,haryana,17556642,904482321
842,2023,4,rajasthan,32157348,1905645600
843,2023,4,ladakh,124828,7108123
844,2023,4,punjab,9898002,605806581
845,2023,4,assam,6234780,558041955
846,2023,4,jharkhand,9707336,658553048
847,2023,4,odisha,16680992,701305081
848,2023,4,bihar,25695856,1822737403
849,2023,4,kerala,12084974,747303653
850,2023,4,karnataka,42031396,2565539566
851,2023,4,chandigarh,727594,35719991
852,2023,4,telangana,29902636,1520428750
853,2023,4,himachal pradesh,2924952,163694473
854,2023,4,west bengal,30064546,1467442959
855,2023,4,gujarat,26312655,1950081065
856,2023,4,sikkim,282575,15838198
857,2023,4,nagaland,381162,20169002
858,2023,4,mizoram,157627,9424810
859,2023,4,chhattisgarh,8057016,545124233
860,2023,4,jammu & kashmir,2108166,186302862
861,2023,4,goa,995923,64868903
862,2023,4,arunachal pradesh,462088,38873546
863,2023,4,delhi,18363626,738806624
864,2023,4,uttarakhand,5001826,287470297
865,2024,1,puducherry,631663,3299001
866,2024,1,tamil nadu,30638750,1089065562
867,2024,1,uttar pradesh,56028765,3113045884
868,2024,1,madhya pradesh,28238554,4395383187
869,2024,1,andhra pradesh,34008709,1080185103
870,2024,1,tripura,842135,81407836
871,2024,1,lakshadweep,8578,645375
872,2024,1,manipur,589568,59758762
873,2024,1,maharashtra,68016876,3226964743
874,2024,1,dadra & nagar haveli & daman & diu,615863,5967100
875,2024,1,meghalaya,365452,207128767
876,2024,1,andaman & nicobar islands,108411,28538751
877,2024,1,haryana,18248263,356852975
878,2024,1,rajasthan,33505514,4728118557
879,2024,1,ladakh,130070,16503075
880,2024,1,punjab,10286964,448478973
881,2024,1,assam,6510156,1381009332
882,2024,1,jharkhand,10118149,1389086946
883,2024,1,odisha,17393166,1247351109
884,2024,1,bihar,26765201,945228349
885,2024,1,kerala,12553296,173276966
886,2024,1,karnataka,43668141,2186015502
887,2024,1,chandigarh,754849,2680802
888,2024,1,telangana,31082447,933319286
889,2024,1,himachal pradesh,3050141,231634797
890,2024,1,west bengal,31306843,633526507
891,2024,1,gujarat,27381972,2391800188
892,2024,1,sikkim,293821,19584360
893,2024,1,nagaland,398630,46485081
894,2024,1,mizoram,165126,50294364
895,2024,1,chhattisgarh,8394140,1290951432
896,2024,1,jammu & kashmir,2195803,342579321
897,2024,1,goa,1035050,31168316
898,2024,1,arunachal pradesh,482393,143597043
899,2024,1,delhi,19067147,80302941
900,2024,1,uttarakhand,5202251,264812749
901,2024,2,puducherry,655486,2882669
902,2024,2,tamil nadu,31818880,1071832085
903,2024,2,uttar pradesh,58199149,3406733148
904,2024,2,madhya pradesh,29324466,4877924433
905,2024,2,andhra pradesh,35303719,1061281082
906,2024,2,tripura,876724,97341017
907,2024,2,lakshadweep,8895,683424
908,2024,2,manipur,614446,59706780
909,2024,2,maharashtra,70597223,3406640277
910,2024,2,dadra & nagar haveli & daman & diu,640724,7489619
911,2024,2,meghalaya,379342,204649032
912,2024,2,andaman & nicobar islands,112687,16876883
913,2024,2,haryana,18932084,495253484
914,2024,2,rajasthan,34773619,4962266918
915,2024,2,ladakh,134702,41355640
916,2024,2,punjab,10677703,502438995
917,2024,2,assam,6767874,1728273868
918,2024,2,jharkhand,10501982,1583300137
919,2024,2,odisha,18078622,1439371537
920,2024,2,bihar,27786576,1034146507
921,2024,2,kerala,13008410,164717612
922,2024,2,karnataka,45290606,2195010418
923,2024,2,chandigarh,782791,3351127
924,2024,2,telangana,32232171,1007869816
925,2024,2,himachal pradesh,3172766,291406931
926,2024,2,west bengal,32540397,704276274
927,2024,2,gujarat,28439885,2418997443
928,2024,2,sikkim,304650,45285995
929,2024,2,nagaland,414876,60494356
930,2024,2,mizoram,171540,44171046
931,2024,2,chhattisgarh,8704757,1483224382
932,2024,2,jammu & kashmir,2279903,425109975
933,2024,2,goa,1073516,21359943
934,2024,2,arunachal pradesh,500669,132013837
935,2024,2,delhi,19789096,99756459
936,2024,2,uttarakhand,5395292,309932840
937,2024,3,puducherry,629332,2673547
938,2024,3,tamil nadu,32965209,1237507205
939,2024,3,uttar pradesh,67922000,2512362184
940,2024,3,madhya pradesh,31764084,5313772854
941,2024,3,andhra pradesh,29145303,1660426436
942,2024,3,tripura,916336,134585619
943,2024,3,lakshadweep,11395,28226
944,2024,3,manipur,596237,125520994
945,2024,3,maharashtra,69641161,4571320472
946,2024,3,dadra & nagar haveli & daman & diu,627815,5429299
947,2024,3,meghalaya,548502,292472944
948,2024,3,andaman & nicobar islands,172473,19554846
949,2024,3,haryana,18527288,701589813
950,2024,3,rajasthan,35583171,5335171033
951,2024,3,ladakh,194146,68575933
952,2024,3,punjab,10978782,719085996
953,2024,3,assam,10098778,855216106
954,2024,3,jharkhand,11771265,1330121440
955,2024,3,odisha,17966648,1596145813
956,2024,3,bihar,31899315,692875087
957,2024,3,kerala,13271613,127705188
958,2024,3,karnataka,44548391,2731726058
959,2024,3,chandigarh,700398,3757821
960,2024,3,telangana,30776242,1397303246
961,2024,3,himachal pradesh,2953068,277032020
962,2024,3,west bengal,33612828,709864323
963,2024,3,gujarat,29082108,2873083540
964,2024,3,sikkim,312311,18246210
965,2024,3,nagaland,446969,73710120
966,2024,3,mizoram,224952,109786827
967,2024,3,chhattisgarh,10290502,1469220234
968,2024,3,jammu & kashmir,4161840,376570012
969,2024,3,goa,1114034,49958844
970,2024,3,arunachal pradesh,687168,210856966
971,2024,3,delhi,18444617,111680825
972,2024,3,uttarakhand,5423770,414813742
973,2024,4,puducherry,646158,30724911
974,2024,4,tamil nadu,33966610,2229881172
975,2024,4,uttar pradesh,70474113,5080900941
976,2024,4,madhya pradesh,32876660,2492103990
977,2024,4,andhra pradesh,29984431,1866359979
978,2024,4,tripura,948916,56659293
979,2024,4,lakshadweep,11769,1797824
980,2024,4,manipur,616995,32146128
981,2024,4,maharashtra,71807805,5042420660
982,2024,4,dadra & nagar haveli & daman & diu,644550,41947714
983,2024,4,meghalaya,571272,44407767
984,2024,4,andaman & nicobar islands,178788,18691683
985,2024,4,haryana,19051114,1381829141
986,2024,4,rajasthan,36828375,2764744237
987,2024,4,ladakh,193724,9881580
988,2024,4,punjab,11308453,774697562
989,2024,4,assam,10480927,775169459
990,2024,4,jharkhand,12212421,1018664763
991,2024,4,odisha,18611196,1034390206
992,2024,4,bihar,33345285,2527843258
993,2024,4,kerala,13689387,873737766
994,2024,4,karnataka,45917653,3091599006
995,2024,4,chandigarh,721216,37265017
996,2024,4,telangana,31726856,2014592558
997,2024,4,himachal pradesh,3040819,168576863
998,2024,4,west bengal,34750181,1994940763
999,2024,4,gujarat,29861641,2406424143
1000,2024,4,sikkim,320748,18490840
1001,2024,4,nagaland,463523,25389015
1002,2024,4,mizoram,234527,12467831
1003,2024,4,chhattisgarh,10651135,869239311
1004,2024,4,jammu & kashmir,4288583,246569412
1005,2024,4,goa,1143332,78430745
1006,2024,4,arunachal pradesh,710879,46627582
1007,2024,4,delhi,18900488,952556492
1008,2024,4,uttarakhand,5575922,354208067
